Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
15,Viktor Arvidsson\arvidvi01,22,NSH,LW,56,683,584,53.9,2.1,503,409,55.2,2.5,5.8,90.3,96.0,51.5,48.5,12:24,11:59,15,17,2.3,228,61.0
16,Andreas Athanasiou\athanan01,21,DET,C,37,289,281,50.7,-3.7,224,234,48.9,-4.4,9.1,91.5,100.6,64.2,35.8,9:01,8:29,11,7,-2.3,85,62.4
17,Cam Atkinson\atkinca01,26,CBJ,RW,81,1076,1067,50.2,3.2,815,785,50.9,3.5,9.0,88.8,97.9,47.9,52.1,17:48,13:41,43,18,6.6,371,60.9
18,David Backes\backeda01,31,STL,C,79,1088,1043,51.1,-0.9,846,752,52.9,1.2,7.1,93.1,100.2,38.6,61.4,19:14,14:56,39,24,2.1,270,62.2
19,Mikael Backlund\backlmi01,26,CGY,C,82,1065,969,52.4,5.4,772,691,52.8,5.5,9.0,90.0,99.0,47.7,52.3,16:26,13:03,57,44,13.0,274,56.6
20,Nicklas Backstrom\backsni02,28,WSH,C,75,1122,1062,51.4,1.4,799,752,51.5,1.0,9.1,93.7,102.8,49.2,50.8,19:11,15:13,42,27,3.0,222,58.1
21,Sven Baertschi\baertsv01,23,VAN,LW,69,686,792,46.4,-1.1,504,609,45.3,-1.7,7.5,91.0,98.6,49.4,50.6,13:27,11:43,26,22,-7.2,188,57.4
22,Josh Bailey\bailejo01,26,NYI,RW,81,1037,1083,48.9,-0.3,740,820,47.4,-2.5,8.9,91.5,100.4,50.5,49.5,15:51,13:53,41,49,-2.8,190,55.3
23,Justin Bailey\baileju01,20,BUF,RW,8,82,92,47.1,-1.2,70,61,53.4,6.1,3.6,88.2,91.9,52.9,47.1,11:36,11:20,4,3,2.3,28,78.6
24,Mark Barberio\barbema01,25,MTL,D,30,401,353,53.2,2.8,289,251,53.5,4.1,9.0,89.8,98.8,51.6,48.4,14:60,13:50,11,19,3.3,88,36.4
25,Aleksander Barkov\barkoal01,20,FLA,C,66,822,875,48.4,-0.9,659,677,49.3,0.0,11.8,91.6,103.4,46.2,53.8,19:26,14:47,45,29,0.6,255,67.1
26,Tyson Barrie\barrity01,24,COL,D,78,1342,1586,45.8,2.0,993,1204,45.2,-1.1,9.1,91.0,100.1,49.0,51.0,23:12,19:34,29,59,-16.6,353,48.7
27,Matt Bartkowski\bartkma01,27,VAN,D,80,1141,1367,45.5,-2.5,836,1108,43.0,-5.2,7.5,91.8,99.3,54.2,45.8,18:37,17:07,18,49,-24.9,198,42.9
28,Victor Bartley\bartlvi01,27,TOT,D,10,122,143,46.0,-3.9,82,97,45.8,-3.9,9.7,94.8,104.5,45.9,54.1,13:19,13:10,0,7,0.2,16,50.0
29,Cody Bass\bassco01,29,NSH,C,17,72,115,38.5,-17.0,62,78,44.3,-12.0,4.3,94.2,98.6,5.5,94.5,7:40,7:27,2,0,0.0,16,68.8
30,Kyle Baun\baunky01,23,CHI,RW,2,13,19,40.6,-17.0,10,18,35.7,-19.9,0.0,85.7,85.7,80.0,20.0,9:03,9:03,0,0,-0.9,1,100.0
31,Jay Beagle\beaglja01,30,WSH,RW,57,591,622,48.7,-2.9,443,450,49.6,-2.3,6.2,94.0,100.2,41.5,58.5,14:01,11:58,20,12,0.7,122,59.8
32,Francois Beauchemin\beaucfr01,35,COL,D,82,1313,1714,43.4,-1.9,1013,1172,46.4,1.2,7.6,92.1,99.8,42.3,57.7,25:05,19:26,31,41,-10.7,264,48.1
33,Nathan Beaulieu\beaulna01,23,MTL,D,64,946,902,51.2,-0.7,670,662,50.3,-1.5,7.4,91.1,98.5,49.1,50.9,17:27,15:43,17,48,0.6,144,51.4
34,Taylor Beck\beckta01,24,NYI,LW,2,10,16,38.5,-15.0,7,12,36.8,-18.5,0.0,100.0,100.0,66.7,33.3,8:29,8:29,0,0,-0.5,3,0.0
35,Matt Beleskey\belesma01,27,BOS,LW,80,1138,1102,50.8,1.8,841,842,50.0,0.4,8.7,92.4,101.1,54.2,45.8,15:52,14:33,27,26,-0.3,363,46.6
36,Pierre-Edouard Bellemare\bellepi01,30,PHI,LW,74,709,830,46.1,-5.7,515,592,46.5,-5.3,5.5,93.4,98.9,49.3,50.7,13:34,10:55,37,23,-8.2,199,51.3
37,Jamie Benn\bennja01,26,DAL,LW,82,1352,1194,53.1,1.2,976,880,52.6,0.4,10.4,89.5,99.9,53.7,46.3,20:01,15:10,65,80,8.5,431,57.3
38,Jordie Benn\bennjo01,28,DAL,D,64,788,828,48.8,-4.6,589,599,49.6,-2.8,8.7,91.3,100.0,54.6,45.4,15:39,13:23,12,39,0.0,123,47.2
39,Beau Bennett\bennebe01,24,PIT,RW,33,332,308,51.9,0.8,241,238,50.3,-1.4,8.7,90.6,99.4,52.1,47.9,11:54,10:24,5,10,-0.2,93,55.9
40,Sam Bennett\bennesa01,19,CGY,C,77,943,974,49.2,0.9,667,712,48.4,-0.9,8.3,89.9,98.2,54.7,45.3,15:08,13:06,34,27,1.2,240,56.7
41,Andre Benoit\benoian01,32,STL,D,2,13,28,31.7,-6.4,9,17,34.6,-5.0,16.7,100.0,116.7,36.4,63.6,13:35,13:04,0,0,-0.5,1,0.0
42,Patrice Bergeron\bergepa01,30,BOS,C,80,1267,997,56.0,8.7,971,731,57.1,10.1,8.0,91.2,99.2,46.0,54.0,19:48,14:37,67,34,14.5,455,62.0
43,Patrik Berglund\berglpa01,27,STL,C,42,525,486,51.9,1.0,418,364,53.5,2.3,7.5,92.0,99.4,41.2,58.8,15:29,13:29,22,9,3.3,128,62.5
44,Steve Bernier\bernist01,30,NYI,RW,24,213,257,45.3,-3.8,139,186,42.8,-7.4,7.4,95.7,103.1,46.6,53.4,11:14,10:56,6,7,-5.8,43,62.8
45,Christoph Bertschy\bertsch02,21,MIN,C,3,10,37,21.3,-25.9,9,25,26.5,-20.2,0.0,100.0,100.0,42.9,57.1,6:57,6:57,0,0,-0.5,4,75.0
46,Bryan Bickell\bickebr01,29,CHI,LW,25,227,214,51.5,0.2,165,162,50.5,-1.2,4.2,92.4,96.5,73.7,26.3,9:47,9:35,4,7,0.7,44,47.7
47,Alex Biega\biegaal01,27,VAN,D,51,668,769,46.5,1.4,483,635,43.2,-1.2,7.5,91.9,99.4,56.4,43.6,16:46,15:28,8,18,-11.4,116,52.6
48,Kevin Bieksa\biekske01,34,ANA,D,71,1177,1169,50.2,-4.1,886,847,51.1,-3.7,7.0,91.9,99.0,47.4,52.6,21:01,17:28,13,51,-1.6,249,43.8
49,Chris Bigras\bigrach01,20,COL,D,31,306,406,43.0,-1.6,234,313,42.8,-3.0,5.5,94.7,100.3,60.4,39.6,13:21,12:46,4,8,-5.1,47,44.7
50,Anthony Bitetto\bitetan01,25,NSH,D,28,280,329,46.0,-6.0,207,231,47.3,-6.4,7.3,93.6,100.9,54.8,45.2,12:08,12:00,2,8,-3.5,41,46.3
51,Oliver Bjorkstrand\bjorkol01,20,CBJ,RW,12,155,155,50.0,-0.6,112,116,49.1,-1.7,10.6,94.7,105.3,50.8,49.2,15:59,13:48,6,6,0.7,44,56.8
52,Nick Bjugstad\bjugsni01,23,FLA,C,67,742,745,49.9,1.3,586,587,50.0,1.0,8.0,91.2,99.2,46.0,54.0,15:31,12:46,25,26,4.2,274,62.4
53,Joseph Blandisi\blandjo01,21,NJD,LW,41,407,476,46.1,1.2,320,354,47.5,2.1,6.9,89.2,96.1,46.9,53.1,15:36,13:28,19,8,-1.2,80,52.5
54,Mike Blunden\blundmi01,29,TBL,RW,20,139,141,49.6,-5.0,97,110,46.9,-6.4,9.6,95.9,105.5,46.2,53.8,8:39,8:33,1,2,-0.7,28,50.0
55,Andrew Bodnarchuk\bodnaan01,27,TOT,D,37,338,471,41.8,-3.8,255,361,41.4,-6.0,8.6,90.6,99.2,50.4,49.6,12:20,12:01,2,6,-4.5,33,27.3
56,Mikkel Boedker\boedkmi01,26,TOT,LW,80,1033,1178,46.7,-0.3,752,903,45.4,-1.1,8.1,89.0,97.2,53.1,46.9,18:27,14:29,38,32,-6.5,309,53.7
57,Zach Bogosian\bogosza01,25,BUF,D,64,1055,1210,46.6,-0.7,817,924,46.9,-0.3,8.3,90.7,99.0,50.8,49.2,22:20,19:16,17,21,-10.3,218,55.5
58,Jared Boll\bollja01,29,CBJ,RW,30,117,230,33.7,-16.6,92,162,36.2,-13.7,7.2,93.2,100.5,43.9,56.1,6:39,6:38,3,0,-3.1,22,50.0
59,Dave Bolland\bollada01,29,FLA,C,25,207,263,44.0,-5.8,163,186,46.7,-2.9,6.7,93.3,100.0,43.1,56.9,14:06,11:19,5,12,-6.1,52,50.0
60,Brandon Bollig\bollibr01,29,CGY,LW,54,370,475,43.8,-5.3,283,325,46.5,-2.1,4.9,90.8,95.7,38.6,61.4,9:17,9:10,11,8,-2.7,95,58.9
61,Nick Bonino\boninni01,27,PIT,C,63,702,660,51.5,-0.6,512,457,52.8,0.7,8.2,94.5,102.8,44.4,55.6,15:50,11:55,32,17,9.7,167,58.1
62,Mark Borowiecki\borowma01,26,OTT,D,63,633,791,44.5,-4.3,466,594,44.0,-3.4,6.3,93.2,99.4,39.4,60.6,14:38,12:10,3,22,-9.1,60,45.0
63,Robert Bortuzzo\borturo01,26,STL,D,40,459,380,54.7,4.0,359,277,56.4,6.1,5.9,93.9,99.8,42.0,58.0,13:16,12:19,5,9,1.5,88,53.4
64,Reid Boucher\bouchre01,22,NJD,LW,39,361,475,43.2,-2.0,275,351,43.9,-2.4,7.4,90.3,97.7,46.5,53.5,14:16,12:22,9,9,-2.2,123,60.2
65,Eric Boulton\boulter01,39,NYI,LW,6,25,45,35.7,-10.3,15,36,29.4,-16.4,10.0,83.3,93.3,65.2,34.8,9:29,8:41,1,2,-1.8,5,60.0
66,Lance Bouma\boumala01,25,CGY,C,44,384,456,45.7,-4.2,271,306,47.0,-2.3,5.6,90.7,96.3,47.2,52.8,12:02,10:12,6,10,-1.4,83,59.0
67,Gabriel Bourque\bourqga01,25,NSH,RW,22,184,198,48.2,-5.4,132,130,50.4,-4.8,8.4,90.8,99.2,29.3,70.7,12:22,10:01,3,5,1.5,42,59.5
68,Rene Bourque\bourqre01,34,CBJ,RW,49,397,465,46.1,-2.1,298,334,47.2,-1.0,7.0,90.0,97.0,38.9,61.1,10:27,10:11,16,8,0.5,131,58.8
69,Jay Bouwmeester\bouwmja01,32,STL,D,72,1239,1291,49.0,-4.7,935,981,48.8,-5.4,6.5,93.1,99.7,46.2,53.8,23:07,19:14,11,30,-2.0,230,45.7
70,Johnny Boychuk\boychjo01,32,NYI,D,70,1160,1214,48.9,0.5,846,867,49.4,0.9,9.0,93.5,102.5,48.3,51.7,21:22,18:03,21,47,-6.3,361,45.7
71,Brad Boyes\boyesbr01,33,TOR,RW,60,590,460,56.2,5.9,426,362,54.1,4.8,8.3,89.4,97.7,52.6,47.4,11:58,9:30,25,19,3.0,169,50.3
72,Brian Boyle\boylebr01,31,TBL,C,76,698,667,51.1,-0.9,526,509,50.8,-0.9,7.1,89.5,96.7,46.6,53.4,12:55,10:33,15,16,3.1,199,58.8
73,Dan Boyle\boyleda01,39,NYR,D,74,1097,1083,50.3,4.4,811,813,49.9,3.2,9.2,90.9,100.1,60.3,39.7,18:49,15:57,19,47,0.6,191,49.2
74,Tyler Bozak\bozakty01,29,TOR,C,57,897,812,52.5,3.8,663,640,50.9,3.4,7.8,91.2,99.0,57.2,42.8,17:20,14:21,33,18,0.4,183,54.1
75,Derick Brassard\brassde01,28,NYR,C,80,1084,1192,47.6,0.8,785,857,47.8,0.2,10.7,92.3,103.1,58.8,41.2,17:53,15:01,47,56,-3.9,307,59.3
76,Justin Braun\braunju01,28,SJS,D,80,1241,1202,50.8,-1.2,920,823,52.8,-0.3,9.5,91.0,100.5,42.8,57.2,20:33,17:51,33,46,17.1,244,46.7
77,T.J. Brennan\brenntj01,26,TOR,D,7,93,90,50.8,2.8,65,70,48.1,3.2,4.9,84.3,89.2,53.4,46.6,15:06,14:23,2,2,-1.6,26,42.3
78,Connor Brickley\brickco01,23,FLA,C,23,118,173,40.5,-9.2,105,128,45.1,-5.1,6.8,95.7,102.4,56.1,43.9,8:44,8:35,4,3,-2.9,18,72.2
79,T.J. Brodie\broditj01,25,CGY,D,70,1302,1322,49.6,1.6,938,968,49.2,0.1,10.2,89.8,100.0,48.2,51.8,25:15,20:18,47,91,3.7,197,40.1
80,Jonas Brodin\brodijo01,22,MIN,D,68,948,1181,44.5,-4.5,704,849,45.3,-4.1,7.1,93.3,100.4,39.6,60.4,20:21,18:18,27,23,-16.3,141,41.1
81,Kyle Brodziak\brodzky01,31,STL,C,76,528,520,50.4,-1.8,371,375,49.7,-3.0,5.8,93.4,99.2,35.0,65.0,10:48,9:01,18,11,-4.8,104,47.1
82,Troy Brouwer\brouwtr01,30,STL,RW,82,1005,1058,48.7,-4.2,758,768,49.7,-3.3,8.2,92.7,100.9,40.0,60.0,16:60,13:41,40,26,-3.1,244,58.2
83,Chris Brown\brownch01,24,WSH,C,1,6,3,66.7,23.6,4,2,66.7,27.9,0.0,100.0,100.0,0.0,100.0,7:41,7:41,0,0,0.2,2,50.0
84,Connor Brown\brownco02,22,TOR,RW,7,76,64,54.3,1.8,54,54,50.0,-1.9,7.9,88.1,96.0,61.1,38.9,14:58,11:04,4,0,-2.0,20,55.0
85,Dustin Brown\browndu01,31,LAK,RW,82,1187,866,57.8,2.3,902,655,57.9,2.8,5.0,92.5,97.6,55.4,44.6,16:10,13:36,40,31,5.0,374,58.0
86,J.T. Brown\brownjt01,25,TBL,RW,78,851,795,51.7,0.0,653,601,52.1,1.1,7.8,94.7,102.5,49.5,50.5,13:22,11:49,21,14,2.3,238,58.8
87,Mike Brown\brownmi02,30,TOT,RW,58,346,441,44.0,-6.2,258,304,45.9,-5.3,5.1,93.1,98.2,46.1,53.9,7:49,7:32,9,12,-0.2,89,57.3
88,Patrick Brown\brownpa02,23,CAR,C,7,75,77,49.3,0.7,56,57,49.6,0.6,15.8,94.1,109.9,33.3,66.7,12:36,12:30,2,4,0.9,13,61.5
89,Brett Bulmer\bulmebr01,23,MIN,RW,3,7,24,22.6,-29.5,5,15,25.0,-25.3,0.0,90.9,90.9,35.7,64.3,6:43,6:43,0,0,-0.4,2,100.0
90,Andre Burakovsky\burakan01,20,WSH,LW,79,939,883,51.5,0.8,684,647,51.4,0.0,9.6,90.5,100.1,57.9,42.1,13:01,12:13,34,30,0.7,238,52.9
91,Alexander Burmistrov\burmial01,24,WPG,C,81,875,936,48.3,-4.3,644,682,48.6,-3.6,6.2,92.0,98.2,51.2,48.8,16:10,13:13,36,48,-3.8,204,50.0
92,Brent Burns\burnsbr01,30,SJS,D,82,1674,1480,53.1,2.9,1235,1061,53.8,1.7,8.3,90.3,98.6,51.2,48.8,25:50,19:34,53,102,9.5,624,56.4
93,Alexandre Burrows\burroal01,34,VAN,RW,79,782,836,48.3,1.3,580,628,48.0,1.8,5.1,92.6,97.7,49.7,50.3,15:10,11:31,27,14,-12.1,220,60.9
94,Chris Butler\butlech01,29,STL,D,5,42,61,40.8,-9.8,36,45,44.4,-7.1,11.1,89.2,100.3,50.0,50.0,11:30,10:51,0,2,-0.7,7,57.1
95,Dustin Byfuglien\byfugdu01,30,WPG,D,81,1660,1386,54.5,5.2,1228,1050,53.9,4.6,9.4,89.9,99.3,52.9,47.1,25:12,19:50,73,92,11.3,482,51.2
96,Paul Byron\byronpa01,26,MTL,C,62,620,633,49.5,-2.6,438,464,48.6,-3.2,5.9,90.9,96.7,42.1,57.9,13:46,11:47,23,15,-4.3,91,56.0
97,Ryan Callahan\callary01,30,TBL,RW,73,893,877,50.5,-1.8,669,646,50.9,-0.5,8.1,91.0,99.1,53.8,46.2,17:14,13:14,34,23,-4.7,284,54.9
98,Matt Calvert\calvema01,26,CBJ,LW,73,772,876,46.8,-1.4,589,628,48.4,0.0,8.1,92.6,100.7,44.4,55.6,15:08,12:52,36,10,2.3,192,59.4
99,Mike Cammalleri\cammami01,33,NJD,LW,42,518,530,49.4,4.4,400,419,48.8,2.7,12.7,92.8,105.5,62.8,37.3,19:11,16:01,19,24,4.7,154,66.2
100,Andrew Campbell\campban01,27,TOR,D,6,61,76,44.5,-4.2,44,57,43.6,-0.8,7.4,94.7,102.1,49.1,50.9,11:35,11:11,1,1,-0.8,3,33.3
101,Brian Campbell\campbbr02,36,FLA,D,82,1265,1137,52.7,5.7,998,896,52.7,5.4,10.3,93.4,103.7,50.9,49.1,22:16,17:58,23,54,5.9,199,49.7
102,Gregory Campbell\campbgr01,32,CBJ,C,82,519,741,41.2,-8.3,384,536,41.7,-8.1,6.4,93.8,100.1,43.5,56.5,10:34,8:44,14,11,-2.9,115,50.4
103,Paul Carey\careypa01,27,WSH,C,4,25,28,47.2,-7.8,20,23,46.5,-7.4,5.9,93.3,99.2,55.6,44.4,9:58,9:51,0,0,-0.5,5,100.0
104,Matt Carle\carlema01,31,TBL,D,64,813,916,47.0,-6.9,607,665,47.7,-5.6,8.3,92.7,101.0,46.2,53.8,16:47,14:59,9,28,-3.7,112,48.2
105,John Carlson\carlsjo01,26,WSH,D,56,990,981,50.2,-1.1,732,702,51.0,-0.2,9.1,93.1,102.2,49.8,50.2,23:42,18:10,24,47,6.4,257,48.2
106,Jordan Caron\caronjo01,25,STL,RW,4,21,26,44.7,-10.9,13,21,38.2,-15.5,0.0,80.0,80.0,50.0,50.0,8:08,8:07,0,0,-0.9,2,50.0
107,Ryan Carpenter\carpery01,25,SJS,C,1,4,6,40.0,-13.4,3,6,33.3,-19.3,0.0,100.0,100.0,66.7,33.3,7:27,7:27,0,0,0.0,0,
108,Daniel Carr\carrda01,24,MTL,LW,23,261,202,56.4,2.7,195,150,56.5,3.6,7.0,90.2,97.2,59.8,40.2,12:04,11:07,7,4,2.7,76,51.3
109,Connor Carrick\carrico01,21,TOT,D,19,301,234,56.3,3.8,223,172,56.5,4.9,4.6,89.7,94.4,51.4,48.6,15:32,14:35,6,17,1.3,59,35.6
110,Sam Carrick\carrisa01,23,TOR,C,3,17,35,32.7,-12.8,15,28,34.9,-6.7,0.0,89.5,89.5,83.3,16.7,11:28,9:53,0,0,-0.7,4,100.0
111,Trevor Carrick\carritr01,21,CAR,D,2,29,32,47.5,3.5,23,27,46.0,4.3,5.3,90.0,95.3,70.0,30.0,16:40,16:11,4,1,-1.0,6,50.0
112,Jeff Carter\carteje01,31,LAK,C,77,1274,1013,55.7,-0.9,957,786,54.9,-1.9,9.1,92.0,101.1,59.3,40.7,18:23,14:26,26,41,10.0,447,54.1
113,Ryan Carter\cartery01,32,MIN,LW,60,355,555,39.0,-11.5,265,385,40.8,-10.0,6.8,93.2,100.0,29.9,70.1,11:12,9:11,17,7,-7.1,96,64.6
114,Daniel Catenacci\catenda01,22,BUF,C,11,67,88,43.2,-5.4,47,66,41.6,-7.5,2.9,92.9,95.7,60.4,39.6,8:44,8:28,2,0,-1.0,8,87.5
115,Cody Ceci\cecico01,22,OTT,D,75,1003,1245,44.6,-4.7,746,928,44.6,-3.8,9.0,93.8,102.8,45.8,54.2,19:18,16:14,15,41,-13.0,232,50.0
116,Michael Chaput\chapumi01,23,CBJ,C,8,63,67,48.5,-5.4,44,49,47.3,-8.2,12.5,97.1,109.6,60.5,39.5,8:60,8:58,0,3,0.4,12,83.3
117,Zdeno Chara\charazd01,38,BOS,D,80,1424,1474,49.1,-0.8,1074,1118,49.0,-1.3,8.5,92.2,100.7,43.9,56.1,24:06,19:13,23,87,1.9,312,50.6
118,Ben Chiarot\chiarbe01,24,WPG,D,70,856,881,49.3,-2.6,639,640,50.0,-1.9,7.4,91.1,98.4,48.1,51.9,14:27,13:38,15,34,-5.0,167,44.9
119,Alex Chiasson\chiasal01,25,OTT,RW,77,657,853,43.5,-5.2,469,631,42.6,-5.3,8.6,94.0,102.6,37.8,62.2,13:38,10:58,26,16,-8.4,142,62.0
120,Jason Chimera\chimeja01,36,WSH,LW,82,838,928,47.5,-4.3,629,684,47.9,-4.2,8.1,92.2,100.3,47.7,52.3,14:03,11:37,15,32,-2.8,253,65.2
121,Kyle Chipchura\chipcky01,29,ARI,C,70,507,634,44.4,-2.8,376,490,43.4,-2.7,6.6,91.6,98.2,36.8,63.2,10:14,9:17,25,16,-0.4,87,54.0
122,Taylor Chorney\chornta01,28,WSH,D,55,564,609,48.1,-2.2,417,457,47.7,-3.8,11.0,92.4,103.4,66.6,33.4,13:11,11:58,8,27,-1.2,78,35.9
123,Casey Cizikas\cizikca01,24,NYI,C,80,686,731,48.4,-1.3,490,533,47.9,-2.1,9.9,91.4,101.4,39.9,60.1,12:41,10:25,58,23,-7.1,150,56.0
124,Fredrik Claesson\claesfr01,23,OTT,D,16,243,249,49.4,1.7,178,178,50.0,3.3,4.7,89.7,94.3,46.2,53.8,19:17,17:47,9,14,0.2,35,42.9
125,David Clarkson\clarkda03,31,CBJ,RW,23,151,223,40.4,-7.6,110,176,38.5,-10.3,5.2,90.4,95.6,51.8,48.2,9:13,8:55,5,2,-0.8,33,72.7
126,Adam Clendening\clendad01,23,TOT,D,29,373,398,48.4,-2.9,276,305,47.5,-2.5,9.4,94.0,103.4,54.9,45.1,14:48,13:47,5,19,-0.1,83,51.8
127,Kyle Clifford\cliffky01,25,LAK,LW,56,495,429,53.6,-3.4,368,319,53.6,-3.4,5.7,94.1,99.8,58.4,41.6,9:22,9:10,5,6,-1.9,117,58.1
128,Rich Clune\cluneri01,28,TOR,LW,19,127,111,53.4,-0.8,86,88,49.4,-2.1,7.6,93.0,100.6,44.0,56.0,8:06,7:54,2,1,2.1,17,58.8
129,Cal Clutterbuck\cluttca01,28,NYI,RW,77,613,655,48.3,-1.4,447,480,48.2,-1.8,10.2,91.9,102.1,40.0,60.0,11:55,9:50,21,20,-4.5,151,53.0
130,Braydon Coburn\coburbr01,30,TBL,D,80,999,971,50.7,-1.8,741,750,49.7,-2.4,9.3,92.5,101.9,49.1,50.9,16:45,14:23,17,31,-2.0,191,48.2
131,Andrew Cogliano\coglian01,28,ANA,LW,82,968,889,52.1,-0.3,742,658,53.0,-0.2,7.5,91.4,98.9,40.4,59.6,14:26,12:28,26,34,6.1,231,56.7
132,Carlo Colaiacovo\colaica01,33,BUF,D,36,427,454,48.5,2.0,316,336,48.5,1.5,6.6,89.2,95.8,56.3,43.7,14:28,14:07,3,11,-1.6,59,49.2
133,Joe Colborne\colbojo01,26,CGY,C,73,859,907,48.6,0.1,617,647,48.8,-0.3,10.7,88.3,99.0,44.7,55.3,15:09,12:48,27,32,0.9,163,61.3
134,Ian Cole\coleia01,26,PIT,D,70,940,938,50.1,-3.7,716,692,50.9,-2.9,6.4,92.1,98.5,52.4,47.6,17:14,14:34,8,32,5.5,145,49.7
135,Sean Collins\collise02,27,WSH,C,2,11,15,42.3,-8.4,7,10,41.2,-7.4,0.0,87.5,87.5,41.7,58.3,8:32,3:42,0,0,-0.4,1,0.0
136,Blake Comeau\comeabl01,29,COL,LW,81,936,1074,46.6,3.0,703,761,48.0,3.3,7.3,91.3,98.5,37.6,62.4,17:37,13:53,31,25,-7.5,251,56.6
137,Erik Condra\condrer01,29,TBL,RW,54,471,389,54.8,3.1,333,291,53.4,2.5,7.8,89.1,96.9,47.7,52.3,10:42,9:27,15,12,1.2,96,60.4
138,Kevin Connauton\connake01,25,TOT,D,65,887,995,47.1,-0.3,662,733,47.5,0.0,8.3,93.8,102.1,51.6,48.4,16:44,15:01,15,13,-4.6,230,47.4
139,Brett Connolly\connobr01,23,BOS,RW,71,828,779,51.5,3.5,632,591,51.7,3.6,8.7,90.7,99.3,47.1,52.9,12:58,12:07,11,20,-0.5,171,55.6
140,Andrew Copp\coppan01,21,WPG,C,77,425,467,47.6,-4.1,309,343,47.4,-4.1,8.6,95.8,104.4,46.1,53.9,8:00,7:10,10,18,1.6,90,61.1
141,Patrice Cormier\cormipa01,25,WPG,C,2,8,3,72.7,16.8,6,2,75.0,20.9,0.0,100.0,100.0,75.0,25.0,4:30,4:08,0,0,0.0,2,50.0
142,Frank Corrado\corrafr01,22,TOR,D,39,522,441,54.2,0.5,372,342,52.1,1.0,6.5,88.3,94.9,57.8,42.2,14:27,13:16,2,16,-1.7,112,41.1
143,Nick Cousins\cousini01,22,PHI,C,36,364,319,53.3,3.1,253,211,54.5,3.0,7.8,94.0,101.8,57.1,42.9,10:44,10:17,18,13,0.9,67,61.2
144,Logan Couture\coutulo01,26,SJS,C,52,645,586,52.4,0.0,464,399,53.8,-0.2,10.4,89.4,99.8,52.4,47.6,17:23,12:58,39,36,7.6,257,53.3
145,Sean Couturier\coutuse01,23,PHI,C,63,922,837,52.4,2.1,636,599,51.5,1.0,9.2,92.6,101.8,43.4,56.6,18:36,14:51,27,29,1.5,200,59.5
146,Jared Cowen\cowenja01,25,OTT,D,37,420,567,42.6,-5.8,302,406,42.7,-4.4,9.5,93.7,103.2,44.1,55.9,16:59,14:28,7,34,-5.0,63,36.5
147,Charlie Coyle\coylech01,23,MIN,C,82,1040,1142,47.7,-0.2,774,812,48.8,0.3,9.1,91.7,100.7,52.0,48.0,17:15,14:36,36,30,-2.7,233,60.1
148,Adam Cracknell\crackad01,30,TOT,RW,52,481,549,46.7,-0.9,351,397,46.9,-0.9,5.2,95.1,100.3,43.7,56.3,12:14,11:29,23,14,-6.5,120,56.7
149,Sidney Crosby\crosbsi01,28,PIT,C,80,1421,1160,55.1,3.3,1049,855,55.1,3.2,9.6,91.6,101.2,54.7,45.3,20:28,16:22,40,47,10.6,446,55.6
150,Tommy Cross\crossto01,26,BOS,D,3,29,31,48.3,-1.9,23,23,50.0,0.0,6.7,83.3,90.0,42.9,57.1,13:05,11:10,0,0,-0.1,3,0.0
151,Matt Cullen\cullema01,39,PIT,C,82,793,840,48.6,-5.4,601,617,49.3,-4.5,7.7,92.2,99.8,36.0,64.0,13:53,11:05,19,20,6.2,183,64.5
152,Craig Cunningham\cunnicr01,25,ARI,RW,10,75,102,42.4,-0.6,52,80,39.4,-2.5,5.0,94.7,99.7,31.6,68.4,10:05,9:54,2,1,0.0,18,72.2
153,Klas Dahlbeck\dahlbkl01,24,ARI,D,71,722,868,45.4,-1.5,522,653,44.4,-1.8,7.7,91.8,99.5,52.1,47.9,15:51,12:52,10,14,-7.4,136,47.1
154,Trevor Daley\daleytr01,32,TOT,D,82,1317,1098,54.5,1.0,954,824,53.7,0.3,7.7,92.7,100.4,58.1,41.9,18:26,15:55,17,28,13.1,273,47.6
155,Zac Dalpe\dalpeza01,26,MIN,C,2,12,11,52.2,-3.3,6,8,42.9,-15.7,20.0,80.0,100.0,70.0,30.0,10:15,8:03,0,0,0.2,3,100.0
156,Phillip Danault\danauph01,22,TOT,C,51,547,531,50.7,2.1,404,394,50.6,1.4,4.8,93.2,98.0,33.3,66.7,12:45,11:58,18,11,-1.8,123,58.5
157,Marko Dano\danoma01,21,TOT,C,34,368,316,53.8,1.9,270,238,53.1,1.8,6.1,89.7,95.8,60.5,39.5,12:15,11:25,10,15,0.5,92,58.7
158,Pavel Datsyuk\datsypa01,37,DET,C,66,1112,796,58.3,8.1,844,625,57.5,8.8,7.8,91.1,98.9,61.4,38.6,19:39,16:39,48,26,13.2,323,56.0
159,Laurent Dauphin\dauphla01,20,ARI,C,8,62,77,44.6,-0.2,43,55,43.9,-0.7,9.7,92.9,102.5,55.6,44.4,11:19,10:19,3,0,-0.6,16,43.8
160,Brandon Davidson\davidbr01,24,EDM,D,51,766,705,52.1,3.2,551,515,51.7,3.4,7.8,93.0,100.9,49.3,50.7,19:12,15:51,19,45,3.9,166,38.0
