Rk,Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
36,2008,Johan Holmqvist\holmqjo01,29,TOT,47,47,21,16,6,129,1164,1035,0.889,3.04,2,4.5,2549,19,0.404,17,122,-23.26,0,1,1,0
36,2008,Johan Holmqvist\holmqjo01,29,TBL,45,45,20,16,6,124,1129,1005,0.89,3.01,2,4.5,2469,18,0.4,16,121,-21.44,0,1,1,0
36,2008,Johan Holmqvist\holmqjo01,29,DAL,2,2,1,0,0,5,35,30,0.857,3.75,0,0,80,1,0.5,1,,,0,0,0,0
37,2008,Jimmy Howard\howarja02,23,DET,4,2,0,2,0,7,95,88,0.926,2.13,0,0.8,197,1,0.5,0,,,0,0,0,0
38,2008,Cristobal Huet\huetcr01,32,TOT,52,51,32,14,6,118,1479,1361,0.92,2.32,4,11.1,3049,31,0.608,6,88,16.36,0,2,2,0
38,2008,Cristobal Huet\huetcr01,32,MTL,39,38,21,12,6,97,1150,1053,0.916,2.56,2,8,2278,22,0.579,5,93,7.47,0,1,1,0
38,2008,Cristobal Huet\huetcr01,32,WSH,13,13,11,2,0,21,329,308,0.936,1.63,2,3.1,771,9,0.692,1,70,8.89,0,1,1,0
39,2008,Brent Johnson\johnsbr02,30,WSH,19,17,7,8,2,46,500,454,0.908,2.67,0,3,1032,8,0.471,3,101,-0.58,0,0,0,0
40,2008,Curtis Joseph\josepcu01,40,CGY,9,5,3,2,0,17,181,164,0.906,2.55,0,1.1,400,3,0.6,2,,,0,0,0,2
41,2008,Matt Keetley\keetlma01,21,CGY,1,0,0,0,0,0,2,2,1,0,0,0,9,0,,0,,,0,0,0,0
42,2008,Nikolai Khabibulin\khabini01,35,CHI,50,48,23,20,6,127,1389,1262,0.909,2.63,2,8.5,2892,24,0.5,8,101,-0.82,0,2,2,4
43,2008,Miikka Kiprusoff\kiprumi01,31,CGY,76,76,39,26,10,197,2096,1899,0.906,2.69,2,12.2,4398,38,0.5,16,103,-6.59,0,2,2,8
44,2008,Olaf Kolzig\kolziol01,37,WSH,54,52,25,21,6,153,1423,1270,0.892,2.91,1,6,3154,23,0.442,11,118,-23.73,0,2,2,8
45,2008,Jason LaBarbera\labarja01,28,LAK,45,42,17,23,2,121,1341,1220,0.91,3,1,8.4,2421,20,0.476,9,99,0.82,0,0,0,2
46,2008,Dan LaCosta\lacosda01,21,CBJ,1,0,0,0,0,0,5,5,1,0,0,0.1,13,0,,0,,,0,0,0,0
47,2008,Patrick Lalime\lalimpa01,33,CHI,32,30,16,12,2,86,835,749,0.897,2.82,1,4,1828,14,0.467,5,113,-10.15,0,0,0,8
48,2008,Pascal Leclaire\leclapa01,25,CBJ,54,52,24,17,6,112,1379,1267,0.919,2.25,9,10.1,2986,30,0.577,6,89,13.27,0,2,2,2
49,2008,Manny Legace\legacma01,34,STL,66,65,27,25,8,147,1648,1501,0.911,2.41,5,10.5,3666,39,0.6,12,98,2.71,0,2,2,4
50,2008,Kari Lehtonen\lehtoka01,24,ATL,48,45,17,22,5,131,1560,1429,0.916,2.9,4,10.9,2707,27,0.6,6,92,10.71,0,2,2,4
51,2008,Michael Leighton\leighmi01,26,CAR,3,3,1,1,0,7,68,61,0.897,2.66,0,0.3,158,1,0.333,0,,,0,0,0,0
52,2008,Henrik Lundqvist\lundqhe01,25,NYR,72,72,37,24,10,160,1823,1663,0.912,2.23,10,11.9,4305,41,0.569,11,97,5.61,0,0,0,2
53,2008,Roberto Luongo\luongro01,28,VAN,73,73,35,29,9,168,2029,1861,0.917,2.38,6,14.4,4233,42,0.575,12,91,16.32,0,3,3,4
54,2008,Joey MacDonald\macdojo01,27,NYI,2,2,0,1,1,6,73,67,0.918,2.99,0,0.5,120,1,0.5,1,,,0,0,0,0
55,2008,Drew MacIntyre\macindr01,24,VAN,2,0,0,1,0,3,22,19,0.864,2.95,0,0,61,0,,0,,,0,0,0,0
56,2008,Chris Mason\masonch02,31,NSH,51,45,18,22,6,130,1278,1148,0.898,2.9,4,6.3,2692,22,0.489,15,112,-13.9,0,1,1,0
57,2008,Curtis McElhinney\mcelhcu01,24,CGY,5,1,0,2,0,5,51,46,0.902,2,0,0.3,150,0,0,0,,,0,0,0,0
58,2008,Ryan Miller\millery01,27,BUF,76,74,36,27,10,197,2104,1907,0.906,2.64,3,12.3,4474,37,0.5,12,103,-5.87,0,1,1,6
59,2008,Evgeni Nabokov\nabokev01,32,SJS,77,76,46,21,8,163,1802,1639,0.91,2.14,6,11.2,4561,47,0.618,11,100,0.7,0,2,2,12
60,2008,Antero Niittymaki\niittan01,27,PHI,28,23,12,9,2,69,739,670,0.907,2.91,1,4.4,1424,13,0.565,5,103,-1.87,0,0,0,0
61,2008,Fredrik Norrena\norrefr01,34,CBJ,37,30,10,19,6,89,856,767,0.896,2.73,2,4,1960,12,0.4,7,114,-11.24,0,1,1,0
62,2008,Chris Osgood\osgooch01,35,DET,43,40,27,9,4,84,976,892,0.914,2.09,4,6.6,2409,26,0.65,8,95,4.66,0,3,3,0
63,2008,Dimitri Patzold\patzodi01,24,SJS,3,0,0,0,0,4,20,16,0.8,5.51,0,-0.1,44,0,,0,,,0,0,0,0
64,2008,Ondrej Pavelec\pavelon01,20,ATL,7,5,3,3,0,18,190,172,0.905,3.11,0,1.1,347,2,0.4,0,,,0,0,0,2
65,2008,Carey Price\priceca01,20,MTL,41,40,24,12,3,103,1282,1179,0.92,2.56,3,9.5,2413,24,0.6,4,88,13.46,0,2,2,0
66,2008,Jonathan Quick\quickjo01,22,LAK,3,2,1,2,0,9,62,53,0.855,3.84,0,0,141,0,0,1,,,0,0,0,0
67,2008,Karri Ramo\ramoka01,21,TBL,22,20,7,11,3,64,632,568,0.899,3.03,0,3.1,1269,9,0.45,4,111,-6.59,0,1,1,4
68,2008,Tuukka Rask\rasktu01,20,BOS,4,3,2,1,1,10,88,78,0.886,3.25,0,0.3,184,1,0.333,0,,,0,0,0,0
69,2008,Andrew Raycroft\raycran01,27,TOR,19,16,2,9,5,63,509,446,0.876,3.92,1,1.2,965,4,0.25,5,136,-16.76,0,0,0,0
70,2008,Pekka Rinne\rinnepe01,25,NSH,1,0,0,0,0,0,8,8,1,0,0,0.1,29,0,,0,,,0,0,0,0
71,2008,Dwayne Roloson\rolosdw01,38,EDM,43,38,15,17,5,119,1204,1085,0.901,3.05,0,6.3,2340,17,0.447,7,109,-9.63,0,1,1,2
72,2008,Dany Sabourin\sabouda01,27,PIT,24,19,10,9,1,57,596,539,0.904,2.75,2,3.4,1242,8,0.421,5,105,-2.86,0,0,0,2
73,2008,Curtis Sanford\sanfocu01,28,VAN,16,9,4,3,1,32,313,281,0.898,2.83,0,1.5,679,5,0.556,2,,,0,1,1,2
74,2008,Marek Schwarz\schwama01,21,STL,2,0,0,1,0,6,17,11,0.647,7.25,0,-0.4,50,0,,0,,,0,0,0,0
75,2008,Mike Smith\smithmi01,25,TOT,34,32,15,19,0,84,848,764,0.901,2.59,3,4.4,1946,14,0.438,8,109,-6.97,0,1,1,12
75,2008,Mike Smith\smithmi01,25,DAL,21,19,12,9,0,48,510,462,0.906,2.46,2,3,1172,9,0.474,4,104,-1.67,0,0,0,6
75,2008,Mike Smith\smithmi01,25,TBL,13,13,3,10,0,36,338,302,0.893,2.79,1,1.5,774,5,0.385,4,117,-5.3,0,1,1,6
76,2008,Tobias Stephan\stephto01,24,DAL,1,1,0,0,1,2,40,38,0.95,1.98,0,0.4,61,1,1,0,,,0,0,0,0
77,2008,Daniel Taylor\tayloda02,21,LAK,1,0,0,0,0,2,10,8,0.8,6,0,-0.1,20,0,,0,,,0,0,0,0
78,2008,Mikael Tellqvist\tellqmi01,28,PHX,22,17,9,8,2,56,607,551,0.908,2.74,2,3.7,1224,10,0.588,2,102,-0.86,0,1,1,2
79,2008,Jose Theodore\theodjo01,31,COL,53,52,28,21,3,123,1367,1244,0.91,2.44,3,8.6,3028,31,0.596,9,99,1.18,0,2,2,2
80,2008,Jocelyn Thibault\thibajo01,33,BUF,12,7,3,4,2,28,214,186,0.869,3.31,2,0.3,507,3,0.429,4,,,0,0,0,0
81,2008,Tim Thomas\thomati01,33,BOS,57,55,28,19,6,136,1731,1595,0.921,2.44,3,13.2,3342,38,0.691,5,86,21.25,0,0,0,2
82,2008,Hannu Toivonen\toivoha01,23,STL,23,17,6,10,5,69,566,497,0.878,3.44,0,1.4,1202,6,0.353,4,134,-17.58,0,0,0,2
83,2008,Vesa Toskala\toskave01,30,TOR,66,64,33,25,6,175,1824,1649,0.904,2.74,3,10.2,3837,36,0.563,13,106,-9.3,0,5,5,4
84,2008,Marty Turco\turcoma01,32,DAL,62,60,32,21,6,140,1543,1403,0.909,2.31,3,9.6,3629,30,0.5,9,100,0.17,0,3,3,16
85,2008,Steve Valiquette\valiqst01,30,NYR,13,10,5,3,3,25,296,271,0.916,2.19,2,2.1,686,5,0.5,2,,,0,0,0,2
86,2008,Tomas Vokoun\vokouto01,31,FLA,69,69,30,29,8,180,2213,2033,0.919,2.68,4,16.1,4031,41,0.594,7,90,21.04,0,6,6,4
87,2008,Cam Ward\wardca01,23,CAR,69,67,37,25,5,180,1870,1690,0.904,2.75,4,10.4,3930,35,0.522,14,106,-10.12,0,1,1,4
88,2008,Kevin Weekes\weekeke01,32,NJD,9,5,2,2,1,17,160,143,0.894,2.97,0,0.7,343,2,0.4,1,,,0,0,0,2
89,2008,Tyler Weiman\weimaty01,23,COL,1,0,0,0,0,0,10,10,1,0,0,0.2,16,0,,0,,,0,0,0,0
1,2009,Craig Anderson\andercr01,27,FLA,31,27,15,7,5,74,977,903,0.924,2.71,3,7.6,1636,16,0.593,6,83,15.4,0,1,1,2
2,2009,Alex Auld\auldal01,28,OTT,43,38,16,18,7,101,1141,1040,0.911,2.47,1,7.2,2449,22,0.579,4,97,3.41,0,0,0,2
3,2009,Niklas Backstrom\backsni01,30,MIN,71,71,37,24,8,159,2059,1900,0.923,2.33,8,15.6,4088,47,0.662,9,84,29.42,0,0,0,6
4,2009,Martin Biron\bironma01,31,PHI,55,53,29,19,5,146,1718,1572,0.915,2.76,2,11.5,3177,29,0.547,7,93,11.21,0,4,4,0
5,2009,Ben Bishop\bishobe01,22,STL,6,3,1,1,1,12,112,100,0.893,2.94,0,0.5,245,1,0.333,0,,,0,0,0,0
6,2009,Brian Boucher\bouchbr01,32,SJS,22,20,12,6,3,47,563,516,0.917,2.18,2,3.9,1291,10,0.5,1,91,4.52,0,0,0,2
7,2009,Martin Brodeur*\brodema01,36,NJD,31,30,19,9,3,73,870,797,0.916,2.42,5,5.9,1814,20,0.667,5,92,6.61,0,0,0,4
8,2009,Ilya Bryzgalov\bryzgil01,28,PHX,65,62,26,31,6,187,1994,1807,0.906,2.98,3,11.4,3760,33,0.532,13,102,-4.53,0,2,2,4
9,2009,Peter Budaj\budajpe01,26,COL,56,55,20,29,5,154,1531,1377,0.899,2.86,2,7.6,3232,27,0.491,14,110,-13.9,0,1,1,0
10,2009,Scott Clemmensen\clemmsc01,31,NJD,40,39,25,13,1,94,1138,1044,0.917,2.39,2,7.9,2356,22,0.564,5,90,10.14,0,0,0,2
11,2009,Matt Climie\climima01,25,DAL,3,3,2,1,0,9,85,76,0.894,2.92,0,0.4,185,1,0.333,1,,,0,0,0,0
12,2009,Ty Conklin\conklty01,32,DET,40,36,25,11,2,94,1033,939,0.909,2.51,6,6.2,2246,18,0.5,6,99,0.53,0,0,0,4
13,2009,John Curry\curryjo01,24,PIT,3,2,2,1,0,6,69,63,0.913,2.4,0,0.4,150,1,0.5,0,,,0,0,0,0
14,2009,Yann Danis\danisya01,27,NYI,31,29,10,17,3,84,933,849,0.91,2.86,2,5.7,1760,18,0.621,7,98,1.38,0,0,0,0
15,2009,Marc Denis\denisma01,31,MTL,1,0,0,0,0,1,7,6,0.857,3,0,0,20,0,,0,,,0,0,0,0
16,2009,Jeff Deslauriers\drouije01,24,EDM,10,7,4,3,0,30,302,272,0.901,3.34,0,1.5,540,4,0.571,2,,,0,1,1,0
17,2009,Rick DiPietro\dipieri01,27,NYI,5,5,1,3,0,15,139,124,0.892,3.52,0,0.6,256,2,0.4,3,,,0,2,2,2
18,2009,Wade Dubielewicz\dubiewa01,30,CBJ,3,2,1,2,0,10,77,67,0.87,3.56,0,0.1,169,0,0,0,,,0,0,0,0
19,2009,Brian Elliott\elliobr01,23,OTT,31,30,16,8,3,77,786,709,0.902,2.77,1,4.1,1667,15,0.5,7,107,-5.07,0,0,0,0
20,2009,Dan Ellis\ellisda01,28,NSH,35,33,11,19,4,96,963,867,0.9,2.93,3,4.9,1965,16,0.485,8,109,-7.88,0,0,0,2
21,2009,Erik Ersberg\ersbeer01,26,LAK,28,25,8,11,5,65,651,586,0.9,2.64,0,3.3,1477,11,0.44,4,109,-5.43,0,0,0,2
22,2009,Manny Fernandez\fernama01,34,BOS,28,27,16,8,3,71,791,720,0.91,2.59,1,4.9,1644,15,0.556,4,98,1.38,0,0,0,2
23,2009,Marc-Andre Fleury\fleurma01,24,PIT,62,61,35,18,7,162,1850,1688,0.912,2.67,4,11.9,3641,31,0.508,7,96,7.29,0,1,1,8
24,2009,Mathieu Garon\garonma01,31,TOT,19,16,8,9,0,53,502,449,0.894,3.12,0,2.2,1021,7,0.438,6,115,-7.06,0,0,0,0
24,2009,Mathieu Garon\garonma01,31,EDM,15,13,6,8,0,43,408,365,0.895,3.17,0,1.8,815,6,0.462,4,115,-5.66,0,0,0,0
24,2009,Mathieu Garon\garonma01,31,PIT,4,3,2,1,0,10,94,84,0.894,2.91,0,0.4,206,1,0.333,2,,,0,0,0,0
25,2009,Martin Gerber\gerbema01,34,TOT,26,26,10,14,1,78,799,721,0.902,3.03,1,4.2,1545,13,0.5,5,107,-4.88,0,1,1,16
25,2009,Martin Gerber\gerbema01,34,OTT,14,14,4,9,1,40,397,357,0.899,2.86,1,2,839,6,0.429,1,110,-3.67,0,1,1,6
25,2009,Martin Gerber\gerbema01,34,TOR,12,12,6,5,0,38,402,364,0.905,3.23,0,2.3,706,7,0.583,4,103,-1.21,0,0,0,10
26,2009,Jean-Sebastien Giguere\gigueje01,31,ANA,46,44,19,18,6,127,1274,1147,0.9,3.1,2,6.4,2458,20,0.455,10,109,-10.42,0,0,0,4
27,2009,Jaroslav Halak\halakja01,23,MTL,34,33,18,14,1,92,1077,985,0.915,2.86,1,7.2,1931,18,0.545,2,93,6.56,0,0,0,0
28,2009,Josh Harding\hardijo01,24,MIN,19,11,3,9,1,32,453,421,0.929,2.21,0,3.8,870,5,0.455,0,77,9.45,0,0,0,2
29,2009,Johan Hedberg\hedbejo01,35,ATL,33,26,13,12,3,100,875,775,0.886,3.49,0,3,1717,9,0.346,6,125,-19.93,0,0,0,2
30,2009,Riku Helenius\helenri01,20,TBL,1,0,0,0,0,0,2,2,1,0,0,0,7,0,,0,,,0,0,0,0
31,2009,Jonas Hiller\hillejo01,26,ANA,46,38,23,15,1,99,1217,1118,0.919,2.39,4,8.6,2486,23,0.605,6,89,12.37,0,0,0,0
32,2009,Chris Holt\holtch01,23,STL,1,0,0,0,0,0,3,3,1,0,0,0,19,0,,0,,,0,0,0,0
33,2009,Jimmy Howard\howarja02,24,DET,1,1,0,1,0,4,28,24,0.857,4.1,0,0,59,0,0,0,,,0,0,0,0
34,2009,Cristobal Huet\huetcr01,33,CHI,41,40,20,15,4,99,1087,988,0.909,2.53,3,6.5,2351,25,0.625,8,100,0.47,0,0,0,2
35,2009,Brent Johnson\johnsbr02,31,WSH,21,19,12,6,2,53,579,526,0.908,2.81,0,3.5,1131,11,0.579,2,100,-0.02,0,1,1,4
36,2009,Curtis Joseph\josepcu01,41,TOR,21,11,5,9,1,50,383,333,0.869,3.57,0,0.6,841,2,0.182,5,143,-14.95,0,0,0,0
37,2009,Nikolai Khabibulin\khabini01,36,CHI,42,39,25,8,7,96,1192,1096,0.919,2.33,3,8.6,2467,24,0.615,3,88,13.08,0,2,2,8
38,2009,Miikka Kiprusoff\kiprumi01,32,CGY,76,76,45,24,5,209,2155,1946,0.903,2.84,4,11.5,4418,38,0.5,11,106,-11.8,0,3,3,2
39,2009,Olaf Kolzig\kolziol01,38,TBL,8,8,2,4,1,25,245,220,0.898,3.66,0,1.2,410,3,0.375,2,,,0,0,0,0
40,2009,Brent Krahn\krahnbr01,26,DAL,1,0,0,0,0,3,9,6,0.667,9,0,-0.2,20,0,,0,,,0,0,0,0
41,2009,Jason LaBarbera\labarja01,29,TOT,28,24,8,10,6,67,674,607,0.901,2.78,2,3.4,1446,13,0.542,7,109,-5.32,0,0,0,2
41,2009,Jason LaBarbera\labarja01,29,LAK,19,16,5,8,4,47,439,392,0.893,2.83,2,1.9,995,7,0.438,5,117,-6.83,0,0,0,2
41,2009,Jason LaBarbera\labarja01,29,VAN,9,8,3,2,2,20,235,215,0.915,2.66,0,1.6,451,6,0.75,2,,,0,0,0,0
42,2009,Dan LaCosta\lacosda01,22,CBJ,3,2,2,0,0,4,80,76,0.95,1.54,1,0.8,156,2,1,0,,,0,0,0,0
43,2009,Patrick Lalime\lalimpa01,34,BUF,24,21,5,13,3,67,669,602,0.9,3.1,0,3.3,1297,11,0.524,6,109,-5.78,0,0,0,0
44,2009,Pascal Leclaire\leclapa01,26,CBJ,12,12,4,6,1,43,324,281,0.867,3.83,0,0.4,674,3,0.25,3,,,0,1,1,0
45,2009,Manny Legace\legacma01,35,STL,29,28,13,9,2,77,669,592,0.885,3.18,0,2.2,1452,11,0.393,8,126,-15.78,0,0,0,0
46,2009,Kari Lehtonen\lehtoka01,25,ATL,46,45,19,22,3,134,1498,1364,0.911,3.06,3,9.3,2624,27,0.6,7,98,3.08,0,1,1,6
47,2009,Michael Leighton\leighmi01,27,CAR,19,14,6,7,2,50,507,457,0.901,2.92,0,2.6,1029,7,0.5,1,108,-3.6,0,0,0,4
48,2009,Henrik Lundqvist\lundqhe01,26,NYR,70,70,38,25,7,168,2007,1839,0.916,2.43,3,13.7,4153,46,0.657,9,91,15.66,0,2,2,0
49,2009,Roberto Luongo\luongro01,29,VAN,54,53,33,13,7,124,1542,1418,0.92,2.34,9,11.1,3181,32,0.604,7,88,17.11,0,1,1,4
50,2009,Joey MacDonald\macdojo01,28,NYI,49,46,14,26,6,157,1584,1427,0.901,3.37,1,8.1,2792,21,0.457,6,108,-12.05,0,1,1,6
51,2009,Peter Mannino\mannipe01,24,NYI,3,2,1,1,0,10,87,77,0.885,4.52,0,0.3,133,1,0.5,0,,,0,0,0,0
52,2009,Chris Mason\masonch02,32,STL,57,51,27,21,7,129,1544,1415,0.916,2.41,6,10.6,3215,31,0.608,8,91,12.29,0,1,1,0
53,2009,Steve Mason\masonst01,20,CBJ,61,61,33,20,7,140,1658,1518,0.916,2.29,10,11.2,3664,34,0.557,10,92,11.72,0,0,0,2
54,2009,Curtis McElhinney\mcelhcu01,25,CGY,14,5,1,6,1,31,280,249,0.889,3.59,0,1.1,518,2,0.4,2,,,0,0,0,2
55,2009,Mike McKenna\mckenmi01,25,TBL,15,14,4,8,1,46,406,360,0.887,3.56,1,1.4,776,4,0.286,6,124,-8.85,0,1,1,0
56,2009,Ryan Miller\millery01,28,BUF,59,58,34,18,6,145,1773,1628,0.918,2.53,5,12.5,3443,38,0.655,7,89,17.25,0,0,0,4
57,2009,Al Montoya\montoal01,23,PHX,5,4,3,1,0,9,120,111,0.925,2.08,1,0.9,259,3,0.75,1,,,0,0,0,0
58,2009,Evgeni Nabokov\nabokev01,33,SJS,62,62,41,12,8,150,1663,1513,0.91,2.44,7,10.2,3686,38,0.613,12,99,2.18,0,1,1,12
59,2009,Michal Neuvirth\neuvimi01,20,WSH,5,3,2,1,0,11,102,91,0.892,3,0,0.4,220,1,0.333,1,,,0,0,0,0
60,2009,Antti Niemi\niemian02,25,CHI,3,2,1,1,1,8,59,51,0.864,3.4,0,0.1,141,1,0.5,1,,,0,0,0,0
61,2009,Antero Niittymaki\niittan01,28,PHI,32,29,15,8,6,83,947,864,0.912,2.76,1,6.1,1805,14,0.483,6,96,3.66,0,1,1,2
62,2009,Fredrik Norrena\norrefr01,35,CBJ,8,5,1,3,2,17,133,116,0.872,3.16,0,0.3,323,1,0.2,1,,,0,0,0,0
63,2009,Chris Osgood\osgooch01,36,DET,46,44,26,9,8,137,1208,1071,0.887,3.09,2,4.3,2663,19,0.432,10,124,-26.46,0,2,2,8
64,2009,Ondrej Pavelec\pavelon01,21,ATL,12,11,3,7,0,36,301,265,0.88,3.6,0,0.9,599,3,0.273,4,,,0,0,0,0
65,2009,Justin Pogge\poggeju01,22,TOR,7,6,1,4,1,27,173,146,0.844,4.36,0,-0.2,372,1,0.167,3,,,0,0,0,0
66,2009,Carey Price\priceca01,21,MTL,52,49,23,16,10,143,1513,1370,0.905,2.83,1,8.5,3036,30,0.612,8,103,-4.55,0,1,1,4
67,2009,Jonathan Quick\quickjo01,23,LAK,44,41,21,18,2,103,1200,1097,0.914,2.48,4,7.9,2495,23,0.561,6,94,6.81,0,1,1,0
68,2009,Karri Ramo\ramoka01,22,TBL,24,20,4,10,7,80,756,676,0.894,3.66,0,3.3,1312,10,0.5,3,116,-10.82,0,1,1,2
69,2009,Tuukka Rask\rasktu01,21,BOS,1,1,1,0,0,0,35,35,1,0,1,0.6,60,1,1,0,,,0,0,0,0
